country,type,year,month,demand,source,should_plot
EE,industry-household,2019,5,0.27,calculated,True
EE,industry-household,2019,6,0.17,calculated,True
EE,industry-household,2019,7,0.19,calculated,True
EE,industry-household,2019,8,0.2,calculated,True
EE,industry-household,2019,9,0.24,calculated,True
EE,industry-household,2019,10,0.37,calculated,True
EE,industry-household,2019,11,0.47,calculated,True
EE,industry-household,2019,12,0.56,calculated,True
EE,industry-household,2020,1,0.54,calculated,True
EE,industry-household,2020,2,0.5,calculated,True
EE,industry-household,2020,3,0.5,calculated,True
EE,industry-household,2020,4,0.39,calculated,True
EE,industry-household,2020,5,0.28,calculated,True
EE,industry-household,2020,6,0.18,calculated,True
EE,industry-household,2020,7,0.19,calculated,True
EE,industry-household,2020,8,0.21,calculated,True
EE,industry-household,2020,9,0.23,calculated,True
EE,industry-household,2020,10,0.31,calculated,True
EE,industry-household,2020,11,0.43,calculated,True
EE,industry-household,2020,12,0.61,calculated,True
EE,industry-household,2021,1,0.7,calculated,True
EE,industry-household,2021,2,0.75,calculated,True
EE,industry-household,2021,3,0.57,calculated,True
EE,industry-household,2021,4,0.39,calculated,True
EE,industry-household,2021,5,0.28,calculated,True
EE,industry-household,2021,6,0.17,calculated,True
EE,industry-household,2021,7,0.16,calculated,True
EE,industry-household,2021,8,0.21,calculated,True
EE,industry-household,2021,9,0.27,calculated,True
EE,industry-household,2021,10,0.32,calculated,True
EE,industry-household,2021,11,0.45,calculated,True
EE,industry-household,2021,12,0.76,calculated,True
EE,industry-household,2022,1,0.65,calculated,True
EE,industry-household,2022,2,0.52,calculated,True
EE,industry-household,2022,3,0.49,calculated,True
EE,industry-household,2022,4,0.32,calculated,True
EE,industry-household,2022,5,0.22,calculated,True
EE,industry-household,2022,6,0.15,calculated,True
EE,industry-household,2022,7,0.13,calculated,True
EE,industry-household,2022,8,0.13,calculated,True
EE,industry-household,2022,9,0.16,calculated,True
EE,industry-household,2022,10,0.19,calculated,True
EE,industry-household,2022,11,0.31,calculated,True
EE,industry-household,2022,12,0.44,calculated,True
EE,industry-household,2023,1,0.41,calculated,True
EE,industry-household,2023,2,0.36,calculated,True
EE,industry-household,2023,3,0.4,calculated,True
EE,industry-household,2023,4,0.25,calculated,True
EE,industry-household,2023,5,0.17,calculated,True
EE,industry-household,2023,6,0.13,calculated,True
EE,industry-household,2023,7,0.12,calculated,True
EE,industry-household,2023,8,0.13,calculated,True
EE,industry-household,2023,9,0.12,calculated,True
EE,industry-household,2023,10,0.31,calculated,True
EE,industry-household,2023,11,0.39,calculated,True
EE,industry-household,2023,12,0.54,calculated,True
EE,industry-household,2024,1,0.73,calculated,True
EE,industry-household,2024,2,0.47,calculated,True
EE,industry-household,2024,3,0.35,calculated,True
EE,industry-household,2024,4,0.34,calculated,True
EE,industry-household,2024,5,0.17,calculated,True
EE,industry-household,2024,6,0.12,calculated,True
EE,industry-household,2024,7,0.12,calculated,True
EE,industry-household,2024,8,0.12,calculated,True
EE,industry-household,2024,9,0.13,calculated,True
EE,industry-household,2024,10,0.24,calculated,True
EE,industry-household,2024,11,0.35,calculated,True
EE,industry-household,2024,12,0.48,calculated,True
EE,industry-household,2025,1,0.44,calculated,True
EE,industry-household,2025,2,0.47,calculated,True
EE,industry-household,2025,3,0.33,calculated,True
EE,industry-household,2025,4,0.25,calculated,True
EE,industry-household,2025,5,0.2,calculated,True
EE,industry-household,2025,6,0.13,calculated,True
EE,industry-household,2025,7,0.12,calculated,True
EE,industry-household,2025,8,0.14,calculated,True
EE,industry-household,2025,9,0.15,calculated,True
EE,industry-household,2025,10,0.25,calculated,True
EE,industry-household,2025,11,0.36,calculated,True
EE,industry-household,2025,12,0.43,calculated,True
EE,industry-household,2026,1,0.73,calculated,True
EE,industry-household,2026,2,0.65,calculated,True
EE,industry-household,2026,3,0.31,calculated,True
ES,industry-household,2019,1,33.35,calculated,True
ES,industry-household,2019,2,27.26,calculated,True
ES,industry-household,2019,3,26.21,calculated,True
ES,industry-household,2019,4,24.26,calculated,True
ES,industry-household,2019,5,21.67,calculated,True
ES,industry-household,2019,6,19.63,calculated,True
ES,industry-household,2019,7,19.62,calculated,True
ES,industry-household,2019,8,17.93,calculated,True
ES,industry-household,2019,9,19.56,calculated,True
ES,industry-household,2019,10,21.77,calculated,True
ES,industry-household,2019,11,27.34,calculated,True
ES,industry-household,2019,12,28.27,calculated,True
ES,industry-household,2020,1,32.34,calculated,True
ES,industry-household,2020,2,26.33,calculated,True
ES,industry-household,2020,3,25.85,calculated,True
ES,industry-household,2020,4,18.94,calculated,True
ES,industry-household,2020,5,17.44,calculated,True
ES,industry-household,2020,6,17.81,calculated,True
ES,industry-household,2020,7,18.54,calculated,True
ES,industry-household,2020,8,17.39,calculated,True
ES,industry-household,2020,9,19.26,calculated,True
ES,industry-household,2020,10,22.36,calculated,True
ES,industry-household,2020,11,25.06,calculated,True
ES,industry-household,2020,12,29.66,calculated,True
ES,industry-household,2021,1,33.16,calculated,True
ES,industry-household,2021,2,25.21,calculated,True
ES,industry-household,2021,3,27.79,calculated,True
ES,industry-household,2021,4,24.22,calculated,True
ES,industry-household,2021,5,21.98,calculated,True
ES,industry-household,2021,6,20.07,calculated,True
ES,industry-household,2021,7,20.23,calculated,True
ES,industry-household,2021,8,18.8,calculated,True
ES,industry-household,2021,9,20.08,calculated,True
ES,industry-household,2021,10,20.83,calculated,True
ES,industry-household,2021,11,27.23,calculated,True
ES,industry-household,2021,12,28.45,calculated,True
ES,industry-household,2022,1,30.23,calculated,True
ES,industry-household,2022,2,25.38,calculated,True
ES,industry-household,2022,3,26.44,calculated,True
ES,industry-household,2022,4,20.49,calculated,True
ES,industry-household,2022,5,18.22,calculated,True
ES,industry-household,2022,6,16.02,calculated,True
ES,industry-household,2022,7,13.98,calculated,True
ES,industry-household,2022,8,11.73,calculated,True
ES,industry-household,2022,9,12.41,calculated,True
ES,industry-household,2022,10,13.41,calculated,True
ES,industry-household,2022,11,18.51,calculated,True
ES,industry-household,2022,12,19.23,calculated,True
ES,industry-household,2023,1,23.91,calculated,True
ES,industry-household,2023,2,24.52,calculated,True
ES,industry-household,2023,3,22.31,calculated,True
ES,industry-household,2023,4,17.76,calculated,True
ES,industry-household,2023,5,17.6,calculated,True
ES,industry-household,2023,6,16.69,calculated,True
ES,industry-household,2023,7,15.78,calculated,True
ES,industry-household,2023,8,14.61,calculated,True
ES,industry-household,2023,9,16.33,calculated,True
ES,industry-household,2023,10,16.77,calculated,True
ES,industry-household,2023,11,19.97,calculated,True
ES,industry-household,2023,12,23.77,calculated,True
ES,industry-household,2024,1,26.74,calculated,True
ES,industry-household,2024,2,23.37,calculated,True
ES,industry-household,2024,3,22.02,calculated,True
ES,industry-household,2024,4,18.11,calculated,True
ES,industry-household,2024,5,18.18,calculated,True
ES,industry-household,2024,6,16.49,calculated,True
ES,industry-household,2024,7,16.6,calculated,True
ES,industry-household,2024,8,15.17,calculated,True
ES,industry-household,2024,9,16.64,calculated,True
ES,industry-household,2024,10,18.09,calculated,True
ES,industry-household,2024,11,21.11,calculated,True
ES,industry-household,2024,12,24.68,calculated,True
ES,industry-household,2025,1,23.94,calculated,True
ES,industry-household,2025,2,19.61,calculated,True
ES,industry-household,2025,3,21.89,calculated,True
ES,industry-household,2025,4,17.94,calculated,True
ES,industry-household,2025,5,18.0,calculated,True
ES,industry-household,2025,6,16.68,calculated,True
ES,industry-household,2025,7,17.34,calculated,True
ES,industry-household,2025,8,15.97,calculated,True
ES,industry-household,2025,9,17.41,calculated,True
ES,industry-household,2025,10,19.12,calculated,True
ES,industry-household,2025,11,21.73,calculated,True
ES,industry-household,2025,12,22.12,calculated,True
ES,industry-household,2026,1,18.16,calculated,True
ES,industry-household,2026,2,13.27,calculated,True
ES,industry-household,2026,3,22.52,calculated,True
FI,industry-household,2019,1,2.65,calculated,True
FI,industry-household,2019,2,1.83,calculated,True
FI,industry-household,2019,3,1.82,calculated,True
FI,industry-household,2019,4,1.64,calculated,True
FI,industry-household,2019,5,1.17,calculated,True
FI,industry-household,2019,6,1.33,calculated,True
FI,industry-household,2019,7,1.3,calculated,True
FI,industry-household,2019,8,1.23,calculated,True
FI,industry-household,2019,9,1.16,calculated,True
FI,industry-household,2019,10,1.39,calculated,True
FI,industry-household,2019,11,1.35,calculated,True
FI,industry-household,2019,12,1.54,calculated,True
FI,industry-household,2020,1,1.71,calculated,True
FI,industry-household,2020,2,1.6,calculated,True
FI,industry-household,2020,3,1.71,calculated,True
FI,industry-household,2020,4,1.36,calculated,True
FI,industry-household,2020,5,1.13,calculated,True
FI,industry-household,2020,6,1.28,calculated,True
FI,industry-household,2020,7,1.32,calculated,True
FI,industry-household,2020,8,1.29,calculated,True
FI,industry-household,2020,9,1.44,calculated,True
FI,industry-household,2020,10,1.3,calculated,True
FI,industry-household,2020,11,1.59,calculated,True
FI,industry-household,2020,12,1.76,calculated,True
FI,industry-household,2021,1,2.55,calculated,True
FI,industry-household,2021,2,2.62,calculated,True
FI,industry-household,2021,3,1.73,calculated,True
FI,industry-household,2021,4,1.69,calculated,True
FI,industry-household,2021,5,0.61,calculated,True
FI,industry-household,2021,6,0.89,calculated,True
FI,industry-household,2021,7,1.24,calculated,True
FI,industry-household,2021,8,1.11,calculated,True
FI,industry-household,2021,9,1.41,calculated,True
FI,industry-household,2021,10,1.15,calculated,True
FI,industry-household,2021,11,0.69,calculated,True
FI,industry-household,2021,12,1.74,calculated,True
FI,industry-household,2022,1,1.45,calculated,True
FI,industry-household,2022,2,1.25,calculated,True
FI,industry-household,2022,3,1.38,calculated,True
FI,industry-household,2022,4,0.8,calculated,True
FI,industry-household,2022,5,0.82,calculated,True
FI,industry-household,2022,6,0.75,calculated,True
FI,industry-household,2022,7,0.61,calculated,True
FI,industry-household,2022,8,0.84,calculated,True
FI,industry-household,2022,9,0.62,calculated,True
FI,industry-household,2022,10,0.47,calculated,True
FI,industry-household,2022,11,0.46,calculated,True
FI,industry-household,2022,12,0.58,calculated,True
FI,industry-household,2023,1,1.06,calculated,True
FI,industry-household,2023,2,1.13,calculated,True
FI,industry-household,2023,3,1.09,calculated,True
FI,industry-household,2023,4,0.5,calculated,True
FI,industry-household,2023,5,1.23,calculated,True
FI,industry-household,2023,6,0.84,calculated,True
FI,industry-household,2023,7,0.97,calculated,True
FI,industry-household,2023,8,1.18,calculated,True
FI,industry-household,2023,9,1.02,calculated,True
FI,industry-household,2023,10,2.99,calculated,True
FI,industry-household,2023,11,1.39,calculated,True
FI,industry-household,2023,12,1.62,calculated,True
FI,industry-household,2024,1,1.97,calculated,True
FI,industry-household,2024,2,1.77,calculated,True
FI,industry-household,2024,3,1.42,calculated,True
FI,industry-household,2024,4,1.02,calculated,True
FI,industry-household,2024,5,1.02,calculated,True
FI,industry-household,2024,6,1.29,calculated,True
FI,industry-household,2024,7,1.33,calculated,True
FI,industry-household,2024,8,1.02,calculated,True
FI,industry-household,2024,9,1.33,calculated,True
FI,industry-household,2024,10,1.44,calculated,True
FI,industry-household,2024,11,0.97,calculated,True
FI,industry-household,2024,12,1.64,calculated,True
FI,industry-household,2025,1,1.4,calculated,True
FI,industry-household,2025,2,1.3,calculated,True
FI,industry-household,2025,3,1.53,calculated,True
FI,industry-household,2025,4,1.33,calculated,True
FI,industry-household,2025,5,1.26,calculated,True
FI,industry-household,2025,6,0.9,calculated,True
FI,industry-household,2025,7,1.18,calculated,True
FI,industry-household,2025,8,0.94,calculated,True
FI,industry-household,2025,9,0.62,calculated,True
FI,industry-household,2025,10,1.0,calculated,True
FI,industry-household,2025,11,1.07,calculated,True
FI,industry-household,2025,12,1.19,calculated,True
FI,industry-household,2026,1,-0.23,calculated,True
FI,industry-household,2026,2,1.49,calculated,True
FI,industry-household,2026,3,0.96,calculated,True
GR,industry-household,2019,1,3.14,calculated,True
GR,industry-household,2019,2,2.59,calculated,True
GR,industry-household,2019,3,2.24,calculated,True
GR,industry-household,2019,4,1.86,calculated,True
GR,industry-household,2019,5,1.53,calculated,True
GR,industry-household,2019,6,1.38,calculated,True
GR,industry-household,2019,7,1.55,calculated,True
GR,industry-household,2019,8,1.36,calculated,True
GR,industry-household,2019,9,1.45,calculated,True
GR,industry-household,2019,10,1.41,calculated,True
GR,industry-household,2019,11,1.89,calculated,True
GR,industry-household,2019,12,2.7,calculated,True
GR,industry-household,2020,1,3.19,calculated,True
GR,industry-household,2020,2,2.71,calculated,True
GR,industry-household,2020,3,2.54,calculated,True
GR,industry-household,2020,4,1.79,calculated,True
GR,industry-household,2020,5,1.41,calculated,True
GR,industry-household,2020,6,1.87,calculated,True
GR,industry-household,2020,7,1.76,calculated,True
GR,industry-household,2020,8,1.68,calculated,True
GR,industry-household,2020,9,1.67,calculated,True
GR,industry-household,2020,10,1.75,calculated,True
GR,industry-household,2020,11,2.55,calculated,True
GR,industry-household,2020,12,2.91,calculated,True
GR,industry-household,2021,1,3.44,calculated,True
GR,industry-household,2021,2,3.05,calculated,True
GR,industry-household,2021,3,3.07,calculated,True
GR,industry-household,2021,4,2.55,calculated,True
GR,industry-household,2021,5,1.78,calculated,True
GR,industry-household,2021,6,1.77,calculated,True
GR,industry-household,2021,7,1.71,calculated,True
GR,industry-household,2021,8,1.63,calculated,True
GR,industry-household,2021,9,1.53,calculated,True
GR,industry-household,2021,10,1.42,calculated,True
GR,industry-household,2021,11,1.76,calculated,True
GR,industry-household,2021,12,2.58,calculated,True
GR,industry-household,2022,1,3.02,calculated,True
GR,industry-household,2022,2,2.36,calculated,True
GR,industry-household,2022,3,2.66,calculated,True
GR,industry-household,2022,4,1.43,calculated,True
GR,industry-household,2022,5,1.21,calculated,True
GR,industry-household,2022,6,1.19,calculated,True
GR,industry-household,2022,7,1.1,calculated,True
GR,industry-household,2022,8,0.89,calculated,True
GR,industry-household,2022,9,0.85,calculated,True
GR,industry-household,2022,10,0.94,calculated,True
GR,industry-household,2022,11,1.33,calculated,True
GR,industry-household,2022,12,1.87,calculated,True
GR,industry-household,2023,1,2.18,calculated,True
GR,industry-household,2023,2,2.36,calculated,True
GR,industry-household,2023,3,1.92,calculated,True
GR,industry-household,2023,4,1.56,calculated,True
GR,industry-household,2023,5,1.3,calculated,True
GR,industry-household,2023,6,1.33,calculated,True
GR,industry-household,2023,7,1.33,calculated,True
GR,industry-household,2023,8,1.23,calculated,True
GR,industry-household,2023,9,1.32,calculated,True
GR,industry-household,2023,10,1.55,calculated,True
GR,industry-household,2023,11,1.65,calculated,True
GR,industry-household,2023,12,2.37,calculated,True
GR,industry-household,2024,1,3.15,calculated,True
GR,industry-household,2024,2,2.5,calculated,True
GR,industry-household,2024,3,2.39,calculated,True
GR,industry-household,2024,4,1.77,calculated,True
GR,industry-household,2024,5,1.66,calculated,True
GR,industry-household,2024,6,1.38,calculated,True
GR,industry-household,2024,7,1.48,calculated,True
GR,industry-household,2024,8,1.41,calculated,True
GR,industry-household,2024,9,1.51,calculated,True
GR,industry-household,2024,10,1.87,calculated,True
GR,industry-household,2024,11,2.43,calculated,True
GR,industry-household,2024,12,2.84,calculated,True
GR,industry-household,2025,1,3.17,calculated,True
GR,industry-household,2025,2,3.12,calculated,True
GR,industry-household,2025,3,2.53,calculated,True
GR,industry-household,2025,4,2.2,calculated,True
GR,industry-household,2025,5,2.64,calculated,True
GR,industry-household,2025,6,1.55,calculated,True
GR,industry-household,2025,7,1.53,calculated,True
GR,industry-household,2025,8,1.38,calculated,True
GR,industry-household,2025,9,1.52,calculated,True
GR,industry-household,2025,10,2.03,calculated,True
GR,industry-household,2025,11,2.05,calculated,True
GR,industry-household,2025,12,2.87,calculated,True
HR,industry-household,2019,1,3.41,calculated,True
HR,industry-household,2019,2,2.6,calculated,True
HR,industry-household,2019,3,2.17,calculated,True
HR,industry-household,2019,4,1.82,calculated,True
HR,industry-household,2019,5,1.89,calculated,True
HR,industry-household,2019,6,1.31,calculated,True
HR,industry-household,2019,7,1.36,calculated,True
HR,industry-household,2019,8,1.36,calculated,True
HR,industry-household,2019,9,1.4,calculated,True
HR,industry-household,2019,10,2.02,calculated,True
HR,industry-household,2019,11,2.52,calculated,True
HR,industry-household,2019,12,3.07,calculated,True
HR,industry-household,2020,1,3.41,calculated,True
HR,industry-household,2020,2,2.56,calculated,True
HR,industry-household,2020,3,2.59,calculated,True
HR,industry-household,2020,4,1.8,calculated,True
HR,industry-household,2020,5,1.48,calculated,True
HR,industry-household,2020,6,1.39,calculated,True
HR,industry-household,2020,7,1.42,calculated,True
HR,industry-household,2020,8,1.37,calculated,True
HR,industry-household,2020,9,1.53,calculated,True
HR,industry-household,2020,10,2.2,calculated,True
HR,industry-household,2020,11,2.84,calculated,True
HR,industry-household,2020,12,3.0,calculated,True
HR,industry-household,2021,1,2.64,calculated,True
HR,industry-household,2021,2,2.59,calculated,True
HR,industry-household,2021,3,2.86,calculated,True
HR,industry-household,2021,4,2.42,calculated,True
HR,industry-household,2021,5,1.68,calculated,True
HR,industry-household,2021,6,1.08,calculated,True
HR,industry-household,2021,7,1.37,calculated,True
HR,industry-household,2021,8,1.35,calculated,True
HR,industry-household,2021,9,1.29,calculated,True
HR,industry-household,2021,10,1.85,calculated,True
HR,industry-household,2021,11,2.59,calculated,True
HR,industry-household,2021,12,2.56,calculated,True
HR,industry-household,2022,1,2.88,calculated,True
HR,industry-household,2022,2,2.48,calculated,True
HR,industry-household,2022,3,2.18,calculated,True
HR,industry-household,2022,4,1.53,calculated,True
HR,industry-household,2022,5,0.91,calculated,True
HR,industry-household,2022,6,0.76,calculated,True
HR,industry-household,2022,7,0.82,calculated,True
HR,industry-household,2022,8,0.76,calculated,True
HR,industry-household,2022,9,0.83,calculated,True
HR,industry-household,2022,10,1.11,calculated,True
HR,industry-household,2022,11,1.69,calculated,True
HR,industry-household,2022,12,2.1,calculated,True
HR,industry-household,2023,1,2.13,calculated,True
HR,industry-household,2023,2,2.07,calculated,True
HR,industry-household,2023,3,1.77,calculated,True
HR,industry-household,2023,4,1.48,calculated,True
HR,industry-household,2023,5,1.1,calculated,True
HR,industry-household,2023,6,0.83,calculated,True
HR,industry-household,2023,7,1.08,calculated,True
HR,industry-household,2023,8,1.14,calculated,True
HR,industry-household,2023,9,1.19,calculated,True
HR,industry-household,2023,10,1.58,calculated,True
HR,industry-household,2023,11,2.56,calculated,True
HR,industry-household,2023,12,2.34,calculated,True
HR,industry-household,2024,1,2.59,calculated,True
HR,industry-household,2024,2,1.72,calculated,True
HR,industry-household,2024,3,1.57,calculated,True
HR,industry-household,2024,4,1.2,calculated,True
HR,industry-household,2024,5,0.95,calculated,True
HR,industry-household,2024,6,0.76,calculated,True
HR,industry-household,2024,7,0.8,calculated,True
HR,industry-household,2024,8,0.95,calculated,True
HR,industry-household,2024,9,1.51,calculated,True
HR,industry-household,2024,10,1.95,calculated,True
HR,industry-household,2024,11,2.42,calculated,True
HR,industry-household,2024,12,2.66,calculated,True
HR,industry-household,2025,1,2.62,calculated,True
HR,industry-household,2025,2,2.42,calculated,True
HR,industry-household,2025,3,2.14,calculated,True
HR,industry-household,2025,4,1.89,calculated,True
HR,industry-household,2025,5,1.16,calculated,True
HR,industry-household,2025,6,0.69,calculated,True
HR,industry-household,2025,7,1.23,calculated,True
HR,industry-household,2025,8,1.22,calculated,True
HR,industry-household,2025,9,1.29,calculated,True
HR,industry-household,2025,10,2.14,calculated,True
HR,industry-household,2025,11,2.65,calculated,True
HR,industry-household,2025,12,3.19,calculated,True
HR,industry-household,2026,1,3.54,calculated,True
HR,industry-household,2026,2,2.41,calculated,True
HR,industry-household,2026,3,2.32,calculated,True
LT,industry-household,2019,1,2.98,calculated,True
LT,industry-household,2019,2,2.23,calculated,True
LT,industry-household,2019,3,2.22,calculated,True
LT,industry-household,2019,4,2.1,calculated,True
LT,industry-household,2019,5,1.34,calculated,True
LT,industry-household,2019,6,1.72,calculated,True
LT,industry-household,2019,7,1.18,calculated,True
LT,industry-household,2019,8,1.03,calculated,True
LT,industry-household,2019,9,1.48,calculated,True
LT,industry-household,2019,10,2.05,calculated,True
LT,industry-household,2019,11,2.32,calculated,True
LT,industry-household,2019,12,2.49,calculated,True
LT,industry-household,2020,1,2.69,calculated,True
LT,industry-household,2020,2,2.36,calculated,True
LT,industry-household,2020,3,1.77,calculated,True
LT,industry-household,2020,4,2.26,calculated,True
LT,industry-household,2020,5,2.33,calculated,True
LT,industry-household,2020,6,1.49,calculated,True
LT,industry-household,2020,7,1.57,calculated,True
LT,industry-household,2020,8,1.15,calculated,True
LT,industry-household,2020,9,1.13,calculated,True
LT,industry-household,2020,10,1.81,calculated,True
LT,industry-household,2020,11,2.14,calculated,True
LT,industry-household,2020,12,2.45,calculated,True
LT,industry-household,2021,1,3.22,calculated,True
LT,industry-household,2021,2,2.7,calculated,True
LT,industry-household,2021,3,2.23,calculated,True
LT,industry-household,2021,4,2.15,calculated,True
LT,industry-household,2021,5,2.06,calculated,True
LT,industry-household,2021,6,1.29,calculated,True
LT,industry-household,2021,7,1.28,calculated,True
LT,industry-household,2021,8,1.04,calculated,True
LT,industry-household,2021,9,0.93,calculated,True
LT,industry-household,2021,10,1.63,calculated,True
LT,industry-household,2021,11,1.66,calculated,True
LT,industry-household,2021,12,2.35,calculated,True
LT,industry-household,2022,1,2.08,calculated,True
LT,industry-household,2022,2,1.67,calculated,True
LT,industry-household,2022,3,1.99,calculated,True
LT,industry-household,2022,4,1.6,calculated,True
LT,industry-household,2022,5,1.49,calculated,True
LT,industry-household,2022,6,1.46,calculated,True
LT,industry-household,2022,7,0.93,calculated,True
LT,industry-household,2022,8,0.54,calculated,True
LT,industry-household,2022,9,0.97,calculated,True
LT,industry-household,2022,10,0.96,calculated,True
LT,industry-household,2022,11,1.1,calculated,True
LT,industry-household,2022,12,2.08,calculated,True
LT,industry-household,2023,1,1.3,calculated,True
LT,industry-household,2023,2,1.04,calculated,True
LT,industry-household,2023,3,1.68,calculated,True
LT,industry-household,2023,4,1.28,calculated,True
LT,industry-household,2023,5,1.13,calculated,True
LT,industry-household,2023,6,0.98,calculated,True
LT,industry-household,2023,7,1.01,calculated,True
LT,industry-household,2023,8,1.08,calculated,True
LT,industry-household,2023,9,1.21,calculated,True
LT,industry-household,2023,10,1.7,calculated,True
LT,industry-household,2023,11,1.6,calculated,True
LT,industry-household,2023,12,1.98,calculated,True
LT,industry-household,2024,1,2.02,calculated,True
LT,industry-household,2024,2,1.66,calculated,True
LT,industry-household,2024,3,1.6,calculated,True
LT,industry-household,2024,4,2.03,calculated,True
LT,industry-household,2024,5,0.98,calculated,True
LT,industry-household,2024,6,0.86,calculated,True
LT,industry-household,2024,7,0.88,calculated,True
LT,industry-household,2024,8,0.88,calculated,True
LT,industry-household,2024,9,0.94,calculated,True
LT,industry-household,2024,10,1.54,calculated,True
LT,industry-household,2024,11,2.01,calculated,True
LT,industry-household,2024,12,1.81,calculated,True
LT,industry-household,2025,1,1.84,calculated,True
LT,industry-household,2025,2,1.85,calculated,True
LT,industry-household,2025,3,1.42,calculated,True
LT,industry-household,2025,4,1.39,calculated,True
LT,industry-household,2025,5,1.25,calculated,True
LT,industry-household,2025,6,0.92,calculated,True
LT,industry-household,2025,7,0.36,calculated,True
LT,industry-household,2025,8,0.83,calculated,True
LT,industry-household,2025,9,1.17,calculated,True
LT,industry-household,2025,10,1.26,calculated,True
LT,industry-household,2025,11,1.67,calculated,True
LT,industry-household,2025,12,1.95,calculated,True
LT,industry-household,2026,1,2.66,calculated,True
LT,industry-household,2026,2,2.22,calculated,True
LT,industry-household,2026,3,1.44,calculated,True
LV,industry-household,2020,1,1.07,calculated,True
LV,industry-household,2020,2,1.04,calculated,True
LV,industry-household,2020,3,1.02,calculated,True
LV,industry-household,2020,4,0.75,calculated,True
LV,industry-household,2020,5,0.46,calculated,True
LV,industry-household,2020,6,0.27,calculated,True
LV,industry-household,2020,7,0.3,calculated,True
LV,industry-household,2020,8,0.33,calculated,True
LV,industry-household,2020,9,0.37,calculated,True
LV,industry-household,2020,10,0.6,calculated,True
LV,industry-household,2020,11,0.82,calculated,True
LV,industry-household,2020,12,1.16,calculated,True
LV,industry-household,2021,1,1.33,calculated,True
LV,industry-household,2021,2,1.31,calculated,True
LV,industry-household,2021,3,1.07,calculated,True
LV,industry-household,2021,4,0.77,calculated,True
LV,industry-household,2021,5,0.45,calculated,True
LV,industry-household,2021,6,0.25,calculated,True
LV,industry-household,2021,7,0.25,calculated,True
LV,industry-household,2021,8,0.28,calculated,True
LV,industry-household,2021,9,0.4,calculated,True
LV,industry-household,2021,10,0.61,calculated,True
LV,industry-household,2021,11,0.84,calculated,True
LV,industry-household,2021,12,1.31,calculated,True
LV,industry-household,2022,1,1.16,calculated,True
LV,industry-household,2022,2,1.01,calculated,True
LV,industry-household,2022,3,0.97,calculated,True
LV,industry-household,2022,4,0.66,calculated,True
LV,industry-household,2022,5,0.29,calculated,True
LV,industry-household,2022,6,0.19,calculated,True
LV,industry-household,2022,7,0.18,calculated,True
LV,industry-household,2022,8,0.2,calculated,True
LV,industry-household,2022,9,0.21,calculated,True
LV,industry-household,2022,10,0.27,calculated,True
LV,industry-household,2022,11,0.58,calculated,True
LV,industry-household,2022,12,0.84,calculated,True
LV,industry-household,2023,1,0.77,calculated,True
LV,industry-household,2023,2,0.73,calculated,True
LV,industry-household,2023,3,0.67,calculated,True
LV,industry-household,2023,4,0.38,calculated,True
LV,industry-household,2023,5,0.2,calculated,True
LV,industry-household,2023,6,0.19,calculated,True
LV,industry-household,2023,7,0.16,calculated,True
LV,industry-household,2023,8,0.2,calculated,True
LV,industry-household,2023,9,0.21,calculated,True
LV,industry-household,2023,10,0.46,calculated,True
LV,industry-household,2023,11,0.66,calculated,True
LV,industry-household,2023,12,0.86,calculated,True
LV,industry-household,2024,1,1.11,calculated,True
LV,industry-household,2024,2,0.7,calculated,True
LV,industry-household,2024,3,0.58,calculated,True
LV,industry-household,2024,4,0.43,calculated,True
LV,industry-household,2024,5,0.2,calculated,True
LV,industry-household,2024,6,0.15,calculated,True
LV,industry-household,2024,7,0.18,calculated,True
LV,industry-household,2024,8,0.22,calculated,True
LV,industry-household,2024,9,0.22,calculated,True
LV,industry-household,2024,10,0.44,calculated,True
LV,industry-household,2024,11,0.62,calculated,True
LV,industry-household,2024,12,0.76,calculated,True
LV,industry-household,2025,1,0.51,calculated,True
LV,industry-household,2025,2,0.81,calculated,True
LV,industry-household,2025,3,0.62,calculated,True
LV,industry-household,2025,4,0.46,calculated,True
LV,industry-household,2025,5,0.31,calculated,True
LV,industry-household,2025,6,0.17,calculated,True
LV,industry-household,2025,7,0.19,calculated,True
LV,industry-household,2025,8,0.22,calculated,True
LV,industry-household,2025,9,0.23,calculated,True
LV,industry-household,2025,10,0.47,calculated,True
LV,industry-household,2025,11,0.64,calculated,True
LV,industry-household,2025,12,0.74,calculated,True
LV,industry-household,2026,1,1.27,calculated,True
LV,industry-household,2026,2,1.14,calculated,True
LV,industry-household,2026,3,0.57,calculated,True
PL,industry-household,2019,1,21.7,calculated,True
PL,industry-household,2019,2,17.28,calculated,True
PL,industry-household,2019,3,17.09,calculated,True
PL,industry-household,2019,4,13.21,calculated,True
PL,industry-household,2019,5,11.56,calculated,True
PL,industry-household,2019,6,8.87,calculated,True
PL,industry-household,2019,7,9.13,calculated,True
PL,industry-household,2019,8,9.3,calculated,True
PL,industry-household,2019,9,10.35,calculated,True
PL,industry-household,2019,10,13.5,calculated,True
PL,industry-household,2019,11,16.1,calculated,True
PL,industry-household,2019,12,18.92,calculated,True
PL,industry-household,2020,1,20.12,calculated,True
PL,industry-household,2020,2,18.19,calculated,True
PL,industry-household,2020,3,17.99,calculated,True
PL,industry-household,2020,4,12.84,calculated,True
PL,industry-household,2020,5,11.68,calculated,True
